participant-id,timestamp,step-total
1503960366,1458327600.0,4093
1503960366,1458331200.0,1445
1503960366,1458334800.0,332
1503960366,1458338400.0,13
1503960366,1458342000.0,390
1503960366,1458345600.0,138
1503960366,1458349200.0,0
1503960366,1458352800.0,0
1503960366,1458356400.0,10
1503960366,1458360000.0,0
1503960366,1458363600.0,0
1503960366,1458367200.0,0
1503960366,1458370800.0,53
1503960366,1458374400.0,538
1503960366,1458378000.0,3454
1503960366,1458381600.0,2106
1503960366,1458385200.0,1307
1503960366,1458388800.0,909
1503960366,1458392400.0,303
1503960366,1458396000.0,150
1503960366,1458399600.0,123
1503960366,1458403200.0,127
1503960366,1458406800.0,198
1503960366,1458410400.0,50
1503960366,1458414000.0,533
1503960366,1458417600.0,433
1503960366,1458421200.0,75
1503960366,1458424800.0,850
1503960366,1458428400.0,4067
1503960366,1458432000.0,115
1503960366,1458435600.0,0
1503960366,1458439200.0,0
1503960366,1458442800.0,0
1503960366,1458446400.0,0
1503960366,1458450000.0,0
1503960366,1458453600.0,0
1503960366,1458457200.0,0
1503960366,1458460800.0,0
1503960366,1458464400.0,1109
1503960366,1458468000.0,5000
1503960366,1458471600.0,1117
1503960366,1458475200.0,312
1503960366,1458478800.0,343
1503960366,1458482400.0,578
1503960366,1458486000.0,876
1503960366,1458489600.0,1373
1503960366,1458493200.0,1841
1503960366,1458496800.0,638
1503960366,1458500400.0,718
1503960366,1458504000.0,421
1503960366,1458507600.0,78
1503960366,1458511200.0,57
1503960366,1458514800.0,552
1503960366,1458518400.0,97
1503960366,1458522000.0,0
1503960366,1458525600.0,0
1503960366,1458529200.0,11
1503960366,1458532800.0,0
1503960366,1458536400.0,0
1503960366,1458540000.0,0
1503960366,1458543600.0,55
1503960366,1458547200.0,1114
1503960366,1458550800.0,1113
1503960366,1458554400.0,308
1503960366,1458558000.0,467
1503960366,1458561600.0,1884
1503960366,1458565200.0,184
1503960366,1458568800.0,298
1503960366,1458572400.0,497
1503960366,1458576000.0,355
1503960366,1458579600.0,588
1503960366,1458583200.0,1564
1503960366,1458586800.0,396
1503960366,1458590400.0,99
1503960366,1458594000.0,172
1503960366,1458597600.0,371
1503960366,1458601200.0,447
1503960366,1458604800.0,0
1503960366,1458608400.0,0
1503960366,1458612000.0,0
1503960366,1458615600.0,0
1503960366,1458619200.0,0
1503960366,1458622800.0,0
1503960366,1458626400.0,0
1503960366,1458630000.0,0
1503960366,1458633600.0,34
1503960366,1458637200.0,1732
1503960366,1458640800.0,497
1503960366,1458644400.0,296
1503960366,1458648000.0,322
1503960366,1458651600.0,657
1503960366,1458655200.0,1657
1503960366,1458658800.0,455
1503960366,1458662400.0,278
1503960366,1458666000.0,953
1503960366,1458669600.0,1123
1503960366,1458673200.0,1479
1503960366,1458676800.0,366
1503960366,1458680400.0,349
1503960366,1458684000.0,4587
1503960366,1458687600.0,351
1503960366,1458691200.0,14
1503960366,1458694800.0,50
1503960366,1458698400.0,29
1503960366,1458702000.0,0
1503960366,1458705600.0,0
1503960366,1458709200.0,0
1503960366,1458712800.0,0
1503960366,1458716400.0,82
1503960366,1458720000.0,534
1503960366,1458723600.0,1623
1503960366,1458727200.0,504
1503960366,1458730800.0,414
1503960366,1458734400.0,411
1503960366,1458738000.0,1226
1503960366,1458741600.0,2674
1503960366,1458745200.0,236
1503960366,1458748800.0,383
1503960366,1458752400.0,411
1503960366,1458756000.0,325
1503960366,1458759600.0,2937
1503960366,1458763200.0,1086
1503960366,1458766800.0,61
1503960366,1458770400.0,119
1503960366,1458774000.0,413
1503960366,1458777600.0,311
1503960366,1458781200.0,0
1503960366,1458784800.0,7
1503960366,1458788400.0,8
1503960366,1458792000.0,0
1503960366,1458795600.0,8
1503960366,1458799200.0,0
1503960366,1458802800.0,29
1503960366,1458806400.0,553
1503960366,1458810000.0,2041
1503960366,1458813600.0,90
1503960366,1458817200.0,63
1503960366,1458820800.0,1180
1503960366,1458824400.0,770
1503960366,1458828000.0,1320
1503960366,1458831600.0,504
1503960366,1458835200.0,210
1503960366,1458838800.0,526
1503960366,1458842400.0,66
1503960366,1458846000.0,75
1503960366,1458849600.0,3858
1503960366,1458853200.0,1090
1503960366,1458856800.0,185
1503960366,1458860400.0,294
1503960366,1458864000.0,42
1503960366,1458867600.0,126
1503960366,1458871200.0,5
1503960366,1458874800.0,7
1503960366,1458878400.0,0
1503960366,1458882000.0,0
1503960366,1458885600.0,0
1503960366,1458889200.0,40
1503960366,1458892800.0,565
1503960366,1458896400.0,1545
1503960366,1458900000.0,309
1503960366,1458903600.0,1226
1503960366,1458907200.0,78
1503960366,1458910800.0,187
1503960366,1458914400.0,419
1503960366,1458918000.0,0
1503960366,1458921600.0,427
1503960366,1458925200.0,435
1503960366,1458928800.0,238
1503960366,1458932400.0,135
1503960366,1458936000.0,2590
1503960366,1458939600.0,2390
1503960366,1458943200.0,151
1503960366,1458946800.0,89
1503960366,1458950400.0,16
1503960366,1458954000.0,179
1503960366,1458957600.0,0
1503960366,1458961200.0,19
1503960366,1458964800.0,0
1503960366,1458968400.0,0
1503960366,1458972000.0,0
1503960366,1458975600.0,0
1503960366,1458979200.0,0
1503960366,1458982800.0,69
1503960366,1458986400.0,394
1503960366,1458990000.0,145
1503960366,1458993600.0,152
1503960366,1458997200.0,393
1503960366,1459000800.0,759
1503960366,1459004400.0,828
1503960366,1459008000.0,5564
1503960366,1459011600.0,3053
1503960366,1459015200.0,3785
1503960366,1459018800.0,323
1503960366,1459022400.0,207
1503960366,1459026000.0,252
1503960366,1459029600.0,785
1503960366,1459033200.0,686
1503960366,1459036800.0,57
1503960366,1459040400.0,121
1503960366,1459044000.0,0
1503960366,1459047600.0,0
1503960366,1459051200.0,0
1503960366,1459054800.0,0
1503960366,1459058400.0,9
1503960366,1459062000.0,8
1503960366,1459065600.0,0
1503960366,1459069200.0,393
1503960366,1459072800.0,5033
1503960366,1459076400.0,321
1503960366,1459080000.0,100
1503960366,1459083600.0,684
1503960366,1459087200.0,652
1503960366,1459090800.0,255
1503960366,1459094400.0,99
1503960366,1459098000.0,214
1503960366,1459101600.0,540
1503960366,1459105200.0,2887
1503960366,1459108800.0,372
1503960366,1459112400.0,461
1503960366,1459116000.0,367
1503960366,1459119600.0,163
1503960366,1459123200.0,152
1503960366,1459126800.0,16
1503960366,1459130400.0,0
1503960366,1459134000.0,0
1503960366,1459137600.0,0
1503960366,1459141200.0,0
1503960366,1459144800.0,0
1503960366,1459148400.0,0
1503960366,1459152000.0,91
1503960366,1459155600.0,1801
1503960366,1459159200.0,209
1503960366,1459162800.0,242
1503960366,1459166400.0,198
1503960366,1459170000.0,3422
1503960366,1459173600.0,1116
1503960366,1459177200.0,281
1503960366,1459180800.0,228
1503960366,1459184400.0,135
1503960366,1459188000.0,252
1503960366,1459191600.0,3298
1503960366,1459195200.0,872
1503960366,1459198800.0,81
1503960366,1459202400.0,196
1503960366,1459206000.0,641
1503960366,1459209600.0,0
1503960366,1459213200.0,242
1503960366,1459216800.0,15
1503960366,1459220400.0,0
1503960366,1459224000.0,0
1503960366,1459227600.0,6
1503960366,1459231200.0,21
1503960366,1459234800.0,53
1503960366,1459238400.0,185
1503960366,1459242000.0,1580
1503960366,1459245600.0,446
1503960366,1459249200.0,869
1503960366,1459252800.0,147
1503960366,1459256400.0,1158
1503960366,1459260000.0,243
1503960366,1459263600.0,413
1503960366,1459267200.0,348
1503960366,1459270800.0,288
1503960366,1459274400.0,535
1503960366,1459278000.0,198
1503960366,1459281600.0,3559
1503960366,1459285200.0,1034
1503960366,1459288800.0,0
1503960366,1459292400.0,701
1503960366,1459296000.0,0
1503960366,1459299600.0,0
1503960366,1459303200.0,0
1503960366,1459306800.0,0
1503960366,1459310400.0,0
1503960366,1459314000.0,0
1503960366,1459317600.0,0
1503960366,1459321200.0,0
1503960366,1459324800.0,15
1503960366,1459328400.0,1379
1503960366,1459332000.0,233
1503960366,1459335600.0,475
1503960366,1459339200.0,1979
1503960366,1459342800.0,26
1503960366,1459346400.0,443
1503960366,1459350000.0,209
1503960366,1459353600.0,67
1503960366,1459357200.0,35
1503960366,1459360800.0,2696
1503960366,1459364400.0,1299
1503960366,1459368000.0,996
1503960366,1459371600.0,570
1503960366,1459375200.0,38
1503960366,1459378800.0,510
1503960366,1459382400.0,154
1503960366,1459386000.0,0
1503960366,1459389600.0,129
1503960366,1459393200.0,0
1503960366,1459396800.0,0
1503960366,1459400400.0,0
1503960366,1459404000.0,0
1503960366,1459407600.0,34
1503960366,1459411200.0,164
1503960366,1459414800.0,1539
1503960366,1459418400.0,314
1503960366,1459422000.0,119
1503960366,1459425600.0,358
1503960366,1459429200.0,460
1503960366,1459432800.0,796
1503960366,1459436400.0,988
1503960366,1459440000.0,135
1503960366,1459443600.0,145
1503960366,1459447200.0,198
1503960366,1459450800.0,231
1503960366,1459454400.0,1497
1503960366,1459458000.0,1011
1503960366,1459461600.0,307
1503960366,1459465200.0,3617
1503960366,1459468800.0,82
1503960366,1459472400.0,7
1503960366,1459476000.0,41
1503960366,1459479600.0,106
1503960366,1459483200.0,0
1503960366,1459486800.0,0
1503960366,1459490400.0,0
1503960366,1459494000.0,43
1503960366,1459497600.0,251
1503960366,1459501200.0,194
1503960366,1459504800.0,104
1503960366,1459508400.0,30
1503960366,1459512000.0,33
1503960366,1459515600.0,33
1503960366,1459519200.0,176
1503960366,1459522800.0,152
1503960366,1459526400.0,343
1503960366,1459530000.0,20
1503960366,1459533600.0,109
1503960366,1459537200.0,17
1503960366,1459540800.0,2534
1503960366,1459544400.0,2861
1503960366,1459548000.0,3804
1503960366,1459551600.0,1268
1503960366,1459555200.0,388
1503960366,1459558800.0,0
1503960366,1459562400.0,0
1503960366,1459566000.0,168
1503960366,1459569600.0,0
1503960366,1459573200.0,8
1503960366,1459576800.0,0
1503960366,1459580400.0,66
1503960366,1459584000.0,26
1503960366,1459587600.0,95
1503960366,1459591200.0,53
1503960366,1459594800.0,311
1503960366,1459598400.0,23
1503960366,1459602000.0,486
1503960366,1459605600.0,92
1503960366,1459609200.0,274
1503960366,1459612800.0,675
1503960366,1459616400.0,247
1503960366,1459620000.0,111
1503960366,1459623600.0,3545
1503960366,1459627200.0,1840
1503960366,1459630800.0,525
1503960366,1459634400.0,773
1503960366,1459638000.0,1542
1503960366,1459641600.0,256
1503960366,1459645200.0,11
1503960366,1459648800.0,91
1503960366,1459652400.0,41
1503960366,1459656000.0,7
1503960366,1459659600.0,4
1503960366,1459663200.0,0
1503960366,1459666800.0,0
1503960366,1459670400.0,0
1503960366,1459674000.0,80
1503960366,1459677600.0,1746
1503960366,1459681200.0,462
1503960366,1459684800.0,572
1503960366,1459688400.0,698
1503960366,1459692000.0,25
1503960366,1459695600.0,559
1503960366,1459699200.0,112
1503960366,1459702800.0,288
1503960366,1459706400.0,215
1503960366,1459710000.0,325
1503960366,1459713600.0,376
1503960366,1459717200.0,308
1503960366,1459720800.0,203
1503960366,1459724400.0,3637
1503960366,1459728000.0,121
1503960366,1459731600.0,53
1503960366,1459735200.0,63
1503960366,1459738800.0,9
1503960366,1459742400.0,0
1503960366,1459746000.0,31
1503960366,1459749600.0,0
1503960366,1459753200.0,37
1503960366,1459756800.0,407
1503960366,1459760400.0,1999
1503960366,1459764000.0,336
1503960366,1459767600.0,348
1503960366,1459771200.0,2113
1503960366,1459774800.0,262
1503960366,1459778400.0,516
1503960366,1459782000.0,112
1503960366,1459785600.0,206
1503960366,1459789200.0,758
1503960366,1459792800.0,1444
1503960366,1459796400.0,2628
1503960366,1459800000.0,1429
1503960366,1459803600.0,417
1503960366,1459807200.0,221
1503960366,1459810800.0,1028
1503960366,1459814400.0,236
1503960366,1459818000.0,45
1503960366,1459821600.0,407
1503960366,1459825200.0,49
1503960366,1459828800.0,0
1503960366,1459832400.0,0
1503960366,1459836000.0,6
1503960366,1459839600.0,19
1503960366,1459843200.0,181
1503960366,1459846800.0,1769
1503960366,1459850400.0,302
1503960366,1459854000.0,282
1503960366,1459857600.0,272
1503960366,1459861200.0,2532
1503960366,1459864800.0,1610
1503960366,1459868400.0,741
1503960366,1459872000.0,565
1503960366,1459875600.0,447
1503960366,1459879200.0,1646
1503960366,1459882800.0,272
1503960366,1459886400.0,2351
1503960366,1459890000.0,326
1503960366,1459893600.0,148
1503960366,1459897200.0,638
1503960366,1459900800.0,84
1503960366,1459904400.0,36
1503960366,1459908000.0,44
1503960366,1459911600.0,0
1503960366,1459915200.0,0
1503960366,1459918800.0,0
1503960366,1459922400.0,0
1503960366,1459926000.0,0
1503960366,1459929600.0,767
1503960366,1459933200.0,1426
1503960366,1459936800.0,399
1503960366,1459940400.0,96
1503960366,1459944000.0,161
1503960366,1459947600.0,2729
1503960366,1459951200.0,71
1503960366,1459954800.0,145
1503960366,1459958400.0,116
1503960366,1459962000.0,112
1503960366,1459965600.0,1027
1503960366,1459969200.0,1927
1503960366,1459972800.0,1124
1503960366,1459976400.0,1320
1503960366,1459980000.0,295
1503960366,1459983600.0,95
1503960366,1459987200.0,7
1503960366,1459990800.0,0
1503960366,1459994400.0,0
1503960366,1459998000.0,0
1503960366,1460001600.0,0
1503960366,1460005200.0,0
1503960366,1460008800.0,0
1503960366,1460012400.0,0
1503960366,1460016000.0,0
1503960366,1460019600.0,1610
1503960366,1460023200.0,723
1503960366,1460026800.0,22
1503960366,1460030400.0,1039
1503960366,1460034000.0,136
1503960366,1460037600.0,1574
1503960366,1460041200.0,464
1503960366,1460044800.0,770
1503960366,1460048400.0,357
1503960366,1460052000.0,347
1503960366,1460055600.0,1627
1503960366,1460059200.0,162
1503960366,1460062800.0,25
1503960366,1460066400.0,104
1503960366,1460070000.0,1231
1503960366,1460073600.0,320
1503960366,1460077200.0,49
1503960366,1460080800.0,0
1503960366,1460084400.0,0
1503960366,1460088000.0,0
1503960366,1460091600.0,0
1503960366,1460095200.0,0
1503960366,1460098800.0,0
1503960366,1460102400.0,0
1503960366,1460106000.0,969
1503960366,1460109600.0,1064
1503960366,1460113200.0,189
1503960366,1460116800.0,93
1503960366,1460120400.0,173
1503960366,1460124000.0,3159
1503960366,1460127600.0,163
1503960366,1460131200.0,174
1503960366,1460134800.0,1353
1503960366,1460138400.0,223
1503960366,1460142000.0,2463
1503960366,1460145600.0,1408
1503960366,1460149200.0,465
1503960366,1460152800.0,107
1503960366,1460156400.0,149
1503960366,1460160000.0,59
1503960366,1460163600.0,45
1503960366,1460167200.0,222
1503960366,1460170800.0,6
1503960366,1460174400.0,0
1503960366,1460178000.0,0
1503960366,1460181600.0,9
1503960366,1460185200.0,9
1503960366,1460188800.0,50
1503960366,1460192400.0,49
1503960366,1460196000.0,615
1503960366,1460199600.0,102
1503960366,1460203200.0,1854
1503960366,1460206800.0,2109
1503960366,1460210400.0,26
1503960366,1460214000.0,1257
1503960366,1460217600.0,11
1503960366,1460221200.0,2742
1503960366,1460224800.0,1692
1503960366,1460228400.0,65
1503960366,1460232000.0,193
1503960366,1460235600.0,394
1503960366,1460239200.0,914
1503960366,1460242800.0,9
1503960366,1460246400.0,322
1503960366,1460250000.0,0
1503960366,1460253600.0,0
1503960366,1460257200.0,142
1503960366,1460260800.0,0
1503960366,1460264400.0,0
1503960366,1460268000.0,0
1503960366,1460271600.0,18
1503960366,1460275200.0,0
1503960366,1460278800.0,0
1503960366,1460282400.0,0
1503960366,1460286000.0,41
1503960366,1460289600.0,1093
1503960366,1460293200.0,3328
1503960366,1460296800.0,1734
1503960366,1460300400.0,224
1503960366,1460304000.0,32
1503960366,1460307600.0,17
1503960366,1460311200.0,8
1503960366,1460314800.0,117
1503960366,1460318400.0,613
1503960366,1460322000.0,55
1503960366,1460325600.0,23
1503960366,1460329200.0,2290
1503960366,1460332800.0,0
1503960366,1460336400.0,0
1503960366,1460340000.0,91
1503960366,1460343600.0,0
1503960366,1460347200.0,0
1503960366,1460350800.0,0
1503960366,1460354400.0,0
1503960366,1460358000.0,19
1503960366,1460361600.0,211
1503960366,1460365200.0,1762
1503960366,1460368800.0,273
1503960366,1460372400.0,132
1503960366,1460376000.0,1086
1503960366,1460379600.0,1434
1503960366,1460383200.0,394
1503960366,1460386800.0,509
1503960366,1460390400.0,446
1503960366,1460394000.0,418
1503960366,1460397600.0,2340
1503960366,1460401200.0,1132
1503960366,1460404800.0,272
1503960366,1460408400.0,66
1503960366,1460412000.0,59
1503960366,1460415600.0,346
1624580081,1457740800.0,231
1624580081,1457744400.0,208
1624580081,1457748000.0,0
1624580081,1457751600.0,0
1624580081,1457755200.0,0
1624580081,1457758800.0,0
1624580081,1457762400.0,0
1624580081,1457766000.0,0
1624580081,1457769600.0,0
1624580081,1457773200.0,0
1624580081,1457776800.0,0
1624580081,1457780400.0,24
1624580081,1457784000.0,155
1624580081,1457787600.0,60
1624580081,1457791200.0,112
1624580081,1457794800.0,186
1624580081,1457798400.0,0
1624580081,1457802000.0,0
1624580081,1457805600.0,190
1624580081,1457809200.0,361
1624580081,1457812800.0,94
1624580081,1457816400.0,157
1624580081,1457820000.0,59
1624580081,1457823600.0,258
1624580081,1457827200.0,84
1624580081,1457830800.0,0
1624580081,1457834400.0,27
1624580081,1457838000.0,191
1624580081,1457841600.0,0
1624580081,1457845200.0,12
1624580081,1457848800.0,0
1624580081,1457852400.0,0
1624580081,1457856000.0,0
1624580081,1457859600.0,0
1624580081,1457863200.0,0
1624580081,1457866800.0,0
1624580081,1457870400.0,207
1624580081,1457874000.0,226
1624580081,1457877600.0,0
1624580081,1457881200.0,0
1624580081,1457884800.0,54
1624580081,1457888400.0,0
1624580081,1457892000.0,0
1624580081,1457895600.0,0
1624580081,1457899200.0,453
1624580081,1457902800.0,0
1624580081,1457906400.0,45
1624580081,1457910000.0,6
1624580081,1457913600.0,30
1624580081,1457917200.0,15
1624580081,1457920800.0,0
1624580081,1457924400.0,0
1624580081,1457928000.0,0
1624580081,1457931600.0,0
1624580081,1457935200.0,0
1624580081,1457938800.0,0
1624580081,1457942400.0,0
1624580081,1457946000.0,0
1624580081,1457949600.0,0
1624580081,1457953200.0,0
1624580081,1457956800.0,312
1624580081,1457960400.0,0
1624580081,1457964000.0,0
1624580081,1457967600.0,374
1624580081,1457971200.0,12
1624580081,1457974800.0,242
1624580081,1457978400.0,610
1624580081,1457982000.0,350
1624580081,1457985600.0,70
1624580081,1457989200.0,160
1624580081,1457992800.0,73
1624580081,1457996400.0,305
1624580081,1458000000.0,17
1624580081,1458003600.0,0
1624580081,1458007200.0,37
1624580081,1458010800.0,0
1624580081,1458014400.0,0
1624580081,1458018000.0,0
1624580081,1458021600.0,0
1624580081,1458025200.0,0
1624580081,1458028800.0,0
1624580081,1458032400.0,0
1624580081,1458036000.0,63
1624580081,1458039600.0,2428
1624580081,1458043200.0,3801
1624580081,1458046800.0,19
1624580081,1458050400.0,107
1624580081,1458054000.0,0
1624580081,1458057600.0,71
1624580081,1458061200.0,0
1624580081,1458064800.0,1020
1624580081,1458068400.0,498
1624580081,1458072000.0,0
1624580081,1458075600.0,114
1624580081,1458079200.0,272
1624580081,1458082800.0,1556
1624580081,1458086400.0,0
1624580081,1458090000.0,65
1624580081,1458093600.0,99
1624580081,1458097200.0,0
1624580081,1458100800.0,0
1624580081,1458104400.0,0
1624580081,1458108000.0,0
1624580081,1458111600.0,65
1624580081,1458115200.0,0
1624580081,1458118800.0,66
1624580081,1458122400.0,29
1624580081,1458126000.0,4083
1624580081,1458129600.0,1024
1624580081,1458133200.0,58
1624580081,1458136800.0,49
1624580081,1458140400.0,0
1624580081,1458144000.0,1307
1624580081,1458147600.0,195
1624580081,1458151200.0,303
1624580081,1458154800.0,1159
1624580081,1458158400.0,103
1624580081,1458162000.0,134
1624580081,1458165600.0,1029
1624580081,1458169200.0,146
1624580081,1458172800.0,106
1624580081,1458176400.0,15
1624580081,1458180000.0,0
1624580081,1458183600.0,0
1624580081,1458187200.0,0
1624580081,1458190800.0,0
1624580081,1458194400.0,0
1624580081,1458198000.0,2707
1624580081,1458201600.0,2086
1624580081,1458205200.0,83
1624580081,1458208800.0,60
1624580081,1458212400.0,3788
1624580081,1458216000.0,1831
1624580081,1458219600.0,0
1624580081,1458223200.0,0
1624580081,1458226800.0,0
1624580081,1458230400.0,66
1624580081,1458234000.0,603
1624580081,1458237600.0,1375
1624580081,1458241200.0,1013
1624580081,1458244800.0,506
1624580081,1458248400.0,1693
1624580081,1458252000.0,179
1624580081,1458255600.0,0
1624580081,1458259200.0,157
1624580081,1458262800.0,0
1624580081,1458266400.0,8
1624580081,1458270000.0,0
1624580081,1458273600.0,0
1624580081,1458277200.0,0
1624580081,1458280800.0,0
1624580081,1458284400.0,0
1624580081,1458288000.0,0
1624580081,1458291600.0,0
1624580081,1458295200.0,54
1624580081,1458298800.0,80
1624580081,1458302400.0,0
1624580081,1458306000.0,53
1624580081,1458309600.0,143
1624580081,1458313200.0,0
1624580081,1458316800.0,0
1624580081,1458320400.0,56
1624580081,1458324000.0,265
1624580081,1458327600.0,915
1624580081,1458331200.0,868
1624580081,1458334800.0,104
1624580081,1458338400.0,0
1624580081,1458342000.0,493
1624580081,1458345600.0,123
1624580081,1458349200.0,122
1624580081,1458352800.0,9
1624580081,1458356400.0,0
1624580081,1458360000.0,0
1624580081,1458363600.0,0
1624580081,1458367200.0,0
1624580081,1458370800.0,0
1624580081,1458374400.0,0
1624580081,1458378000.0,0
1624580081,1458381600.0,0
1624580081,1458385200.0,0
1624580081,1458388800.0,625
1624580081,1458392400.0,111
1624580081,1458396000.0,36
1624580081,1458399600.0,184
1624580081,1458403200.0,0
1624580081,1458406800.0,119
1624580081,1458410400.0,41
1624580081,1458414000.0,296
1624580081,1458417600.0,19
1624580081,1458421200.0,38
1624580081,1458424800.0,67
1624580081,1458428400.0,274
1624580081,1458432000.0,0
1624580081,1458435600.0,327
1624580081,1458439200.0,88
1624580081,1458442800.0,0
1624580081,1458446400.0,0
1624580081,1458450000.0,0
1624580081,1458453600.0,0
1624580081,1458457200.0,0
1624580081,1458460800.0,0
1624580081,1458464400.0,0
1624580081,1458468000.0,0
1624580081,1458471600.0,129
1624580081,1458475200.0,3442
1624580081,1458478800.0,316
1624580081,1458482400.0,0
1624580081,1458486000.0,0
1624580081,1458489600.0,66
1624580081,1458493200.0,203
1624580081,1458496800.0,26
1624580081,1458500400.0,137
1624580081,1458504000.0,52
1624580081,1458507600.0,49
1624580081,1458511200.0,103
1624580081,1458514800.0,56
1624580081,1458518400.0,117
1624580081,1458522000.0,63
1624580081,1458525600.0,0
1624580081,1458529200.0,20
1624580081,1458532800.0,0
1624580081,1458536400.0,0
1624580081,1458540000.0,0
1624580081,1458543600.0,0
1624580081,1458547200.0,0
1624580081,1458550800.0,0
1624580081,1458554400.0,93
1624580081,1458558000.0,151
1624580081,1458561600.0,117
1624580081,1458565200.0,0
1624580081,1458568800.0,77
1624580081,1458572400.0,142
1624580081,1458576000.0,0
1624580081,1458579600.0,68
1624580081,1458583200.0,966
1624580081,1458586800.0,0
1624580081,1458590400.0,16
1624580081,1458594000.0,65
1624580081,1458597600.0,39
1624580081,1458601200.0,205
1624580081,1458604800.0,88
1624580081,1458608400.0,108
